nom,nb_hab_2010,nb_hab_2012,diff2012_2010
Saint-Jean-de-Tholome,879,900,21
Bailleul-Neuville,179,200,21
Parc-d'Anxtot,579,600,21
Caudebec-en-Caux,2279,2300,21
Gueutteville,79,100,21
Grumesnil,479,500,21
Saint-Mammès,3179,3200,21
Chelles,52779,52800,21
Gironville,179,200,21
Châtres,579,600,21
Chartronges,279,300,21
Écuelles,2479,2500,21
Sailly,379,400,21
Avon,79,100,21
Lorigné,279,300,21
Montravers,379,400,21
Moyenneville,679,700,21
Ville-sur-Ancre,279,300,21
Fourcigny,179,200,21
Sémalens,1979,2000,21
Sauveterre,179,200,21
Cuq,479,500,21
Marsal,279,300,21
Caromb,3179,3200,21
Saint-Prouant,1479,1500,21
Berthegon,279,300,21
Monthoiron,679,700,21
Tilleux,79,100,21
Lerrain,479,500,21
Maillot,1079,1100,21
Saint-Denis,679,700,21
Festigny,79,100,21
Sainte-Colombe-sur-Loing,179,200,21
Vassy-sous-Pisy,79,100,21
Petitmagny,279,300,21
Villeneuve-le-Roi,18479,18500,21
Commeny,379,400,21
Ville-di-Paraso,179,200,21
Chavannes-sur-Reyssouze,680,700,20
Vieu,380,400,20
Saint-Nizier-le-Désert,880,900,20
Arbignieu,480,500,20
Saint-Germain-de-Joux,480,500,20
Mont-Saint-Jean,80,100,20
Juvigny,280,300,20
Bray-Saint-Christophe,80,100,20
Perles,80,100,20
La Ville-aux-Bois-lès-Dizy,180,200,20
Ostel,80,100,20
Allemant,180,200,20
Septmonts,580,600,20
Pleine-Selve,180,200,20
Saint-Didier-la-Forêt,380,400,20
Le Donjon,1080,1100,20
Louroux-de-Bouble,280,300,20
Draix,80,100,20
Vigneaux,480,500,20
Le Glaizil,180,200,20
La Turbie,3180,3200,20
Saint-Étienne-de-Fontbellon,2480,2500,20
Lamastre,2480,2500,20
Lanas,380,400,20
Lametz,80,100,20
Fépin,280,300,20
Murtin-et-Bogny,180,200,20
Vireux-Molhain,1680,1700,20
Poilcourt-Sydney,180,200,20
Louvergny,80,100,20
Camarade,180,200,20
Lagesse,180,200,20
Pars-lès-Romilly,780,800,20
Villeneuve-au-Chemin,180,200,20
Macey,880,900,20
Maisons-lès-Soulaines,80,100,20
Vernonvilliers,80,100,20
La Motte-Tilly,380,400,20
Cabrespine,180,200,20
Laurac,180,200,20
Laissac,1580,1600,20
Équemauville,1280,1300,20
Saint-Germain-du-Pert,180,200,20
Barbeville,180,200,20
Valsemé,280,300,20
Talizat,580,600,20
Oradour-Fanais,380,400,20
Poullignac,80,100,20
Geay,680,700,20
Mosnac,480,500,20
Saint-Quantin-de-Rançanne,280,300,20
Saint-Saturnin-du-Bois,880,900,20
Argenvières,480,500,20
Couy,380,400,20
Montigny,380,400,20
Osmery,280,300,20
Sainte-Solange,1180,1200,20
Chasteaux,580,600,20
Chanteix,580,600,20
Saint-Martial-Entraygues,80,100,20
Athée,780,800,20
Nantoux,180,200,20
La Rochepot,280,300,20
Panges,80,100,20
Chamesson,280,300,20
Billy-lès-Chanceaux,80,100,20
Trochères,180,200,20
Pleudaniel,980,1000,20
Roches,380,400,20
Salles-de-Belvès,80,100,20
Servanches,80,100,20
Villers-sous-Montrond,180,200,20
Rouhe,80,100,20
Vyt-lès-Belvoir,180,200,20
Mercey-le-Grand,480,500,20
Gémonval,80,100,20
Cubry,80,100,20
Montfroc,80,100,20
Taulignan,1580,1600,20
Arpavon,80,100,20
Goupillières,780,800,20
Villiers-en-Désœuvre,880,900,20
Saint-Denis-du-Béhélan,180,200,20
L'Hosmes,80,100,20
Morainville-Jouveaux,380,400,20
Saint-Mards-de-Blacarville,780,800,20
Roman,280,300,20
Reuilly,580,600,20
Guilleville,180,200,20
Saint-Jean-Pierre-Fixte,280,300,20
Plouégat-Guérand,1080,1100,20
Lussan,480,500,20
Lédenon,1380,1400,20
Juzes,80,100,20
Vernet,2080,2100,20
Tour,80,100,20
Panjas,380,400,20
Monfort,480,500,20
Saint-Ost,80,100,20
Nogaro,1980,2000,20
Beautiran,2180,2200,20
Daignac,480,500,20
Comps,480,500,20
Illats,1280,1300,20
Assignan,180,200,20
Le Pradal,280,300,20
Forges-la-Forêt,280,300,20
Lassy,1380,1400,20
Beaulieu,80,100,20
Luçay-le-Mâle,1480,1500,20
Artannes-sur-Indre,2480,2500,20
La Riche,10080,10100,20
Château-Bernard,280,300,20
Veurey-Voroize,1380,1400,20
Charantonnay,1880,1900,20
Moirans,7780,7800,20
Recanoz,80,100,20
Cramans,480,500,20
Le Vernois,280,300,20
Le Villey,80,100,20
Marigny,180,200,20
Lains,80,100,20
Châteauneuf,1480,1500,20
Chassignolles,80,100,20
Chavaniac-Lafayette,280,300,20
La Chapelle-Saint-Sauveur,780,800,20
Château-Renard,2280,2300,20
Dammarie-en-Puisaye,180,200,20
Patay,2080,2100,20
Cézac,180,200,20
Vire-sur-Lot,380,400,20
Saint-Caprais,80,100,20
Granges-sur-Lot,580,600,20
Saint-Géraud,80,100,20
Montesquieu,780,800,20
Sauméjan,80,100,20
Saint-Rome-de-Dolan,80,100,20
Montsoreau,480,500,20
Cosqueville,580,600,20
Saint-Georges-de-la-Rivière,280,300,20
Vaudreville,80,100,20
Bolleville,380,400,20
Pont-Hébert,1780,1800,20
Auxais,180,200,20
Nay,80,100,20
Montrabot,80,100,20
Sacy,380,400,20
Serzy-et-Prin,180,200,20
Bethon,280,300,20
Passy-Grigny,380,400,20
Oyes,80,100,20
Oiry,880,900,20
Poix,80,100,20
Wassy,2980,3000,20
Roches-sur-Marne,580,600,20
Daillancourt,80,100,20
Villiers-en-Lieu,1580,1600,20
Arbigny-sous-Varennes,80,100,20
La Pallu,180,200,20
Saint-Germain-le-Guillaume,480,500,20
Gondrecourt-Aix,180,200,20
Vaudémont,80,100,20
Bouxières-sous-Froidmont,280,300,20
Lucey,580,600,20
Parux,80,100,20
Flirey,180,200,20
Jevoncourt,80,100,20
Atton,780,800,20
Vitrimont,380,400,20
Fléville-Lixières,280,300,20
Gugney,80,100,20
Housséville,180,200,20
Villers-en-Haye,180,200,20
Beausite,280,300,20
Maizey,180,200,20
Herbeuville,180,200,20
Dieppe-sous-Douaumont,180,200,20
Saint-Caradec-Trégomel,480,500,20
Pournoy-la-Grasse,580,600,20
Veckring,680,700,20
Glatigny,280,300,20
Dieuze,3780,3800,20
Guéblange-lès-Dieuze,180,200,20
Lormes,1380,1400,20
Saint-Parize-le-Châtel,1280,1300,20
Éclaibes,280,300,20
Rumegies,1580,1600,20
Nieurlet,980,1000,20
Aulnoy-lez-Valenciennes,7280,7300,20
Saint-Hilaire-sur-Helpe,780,800,20
Looberghe,1180,1200,20
La Neuville,680,700,20
Bretigny,380,400,20
Le Mont-Saint-Adrien,580,600,20
Boutavent,80,100,20
Lucé,80,100,20
Beauvain,280,300,20
Saint-Jean-des-Bois,180,200,20
Neuilly-le-Bisson,280,300,20
Geneslay,280,300,20
Fontaine-lès-Croisilles,280,300,20
Galametz,180,200,20
Herbinghen,380,400,20
Coyecques,580,600,20
Lépine,280,300,20
La Crouzille,280,300,20
Cuqueron,180,200,20
Maspie-Lalonquère-Juillacq,280,300,20
Ribarrouy,80,100,20
Armendarits,380,400,20
Etsaut,80,100,20
Lasseubetat,180,200,20
Luc,180,200,20
Recurt,180,200,20
Anla,80,100,20
Vielle-Louron,80,100,20
Lombrès,80,100,20
Soublecause,180,200,20
Eschwiller,180,200,20
Bischholtz,280,300,20
Oberhaslach,1780,1800,20
Hegeney,380,400,20
Hunspach,680,700,20
Brumath,9880,9900,20
Schirrhein,2180,2200,20
Uffheim,880,900,20
La Mulatière,6480,6500,20
Ancy,580,600,20
Velloreille-lès-Choye,80,100,20
Vauvillers,680,700,20
Marnay,1380,1400,20
Belfahy,80,100,20
Saint-Ferjeux,80,100,20
Damerey,580,600,20
Tintry,80,100,20
Ciry-le-Noble,2380,2400,20
Saint-Rémy-des-Monts,680,700,20
Saint-Mars-sous-Ballon,880,900,20
Courcemont,680,700,20
Lucey,280,300,20
Saint-André,480,500,20
Mûres,680,700,20
Combloux,2080,2100,20
Saint-Jean-d'Aulps,1180,1200,20
Bogève,1080,1100,20
Clefs,580,600,20
Bracquemont,880,900,20
La Bouille,780,800,20
Vieux-Champagne,180,200,20
Chapet,1180,1200,20
Scillé,380,400,20
Sainte-Gemme,380,400,20
Biaches,380,400,20
Bellancourt,480,500,20
Fins,280,300,20
Maison-Ponthieu,280,300,20
Péchaudier,180,200,20
Saint-Aubin-la-Plaine,480,500,20
Saint-Hilaire-le-Vouhis,980,1000,20
Chiré-en-Montreuil,880,900,20
Leignes-sur-Fontaine,580,600,20
Ternay,180,200,20
Pouxeux,1980,2000,20
Hymont,480,500,20
Archettes,1080,1100,20
Belval,180,200,20
Montillot,280,300,20
Bassou,780,800,20
Méré,180,200,20
Rouvray,380,400,20
Ormoy,680,700,20
Chaux,1080,1100,20
Saint-Hilaire,380,400,20
Mondeville,680,700,20
Sermaise,1680,1700,20
Casalabriva,180,200,20
Cambia,80,100,20
Altiani,80,100,20
Luri,680,700,20
Olcani,80,100,20
Saint-Just,881,900,19
Bouconville-Vauclair,181,200,19
Vailly-sur-Aisne,2081,2100,19
Serain,381,400,19
Macogny,81,100,19
Montfaucon,181,200,19
Billy-sur-Aisne,1081,1100,19
Belleu,3881,3900,19
Étrépilly,81,100,19
Viel-Arcy,181,200,19
Tugny-et-Pont,281,300,19
Vézilly,181,200,19
Colligis-Crandelain,181,200,19
Châtillon-lès-Sons,81,100,19
La Chapelle-sur-Chézy,281,300,19
Fieulaine,281,300,19
Saint-Léger-sur-Vouzance,281,300,19
La Chapelaude,981,1000,19
Couleuvre,581,600,19
Saint-Nicolas-des-Biefs,181,200,19
Pontis,81,100,19
Duranus,181,200,19
Dompnac,81,100,19
Félines,1481,1500,19
Verpel,81,100,19
Brienne-sur-Aisne,181,200,19
Mondigny,181,200,19
Fromy,81,100,19
Mouron,81,100,19
Tétaigne,81,100,19
La Ferté-sur-Chiers,181,200,19
Inaumont,81,100,19
Lescousse,81,100,19
Montfa,81,100,19
Granges,81,100,19
Précy-Notre-Dame,81,100,19
Échemines,81,100,19
Saint-Martin-de-Bossenay,381,400,19
Torcy-le-Petit,81,100,19
Trancault,181,200,19
Saint-Jean-de-Barrou,281,300,19
Bize-Minervois,1081,1100,19
Espéraza,2081,2100,19
Saint-Victor-et-Melvieu,381,400,19
Le Désert,81,100,19
Sainte-Marie-Outre-l'Eau,81,100,19
Vienne-en-Bessin,281,300,19
Monceaux,181,200,19
Longueville,281,300,19
Cottun,181,200,19
Le Rouget,981,1000,19
Nabinaud,81,100,19
Salles-d'Angles,1081,1100,19
Saint-Médard,81,100,19
Beauvais-sur-Matha,681,700,19
Villexavier,281,300,19
Mortiers,181,200,19
Fontenet,381,400,19
Jalognes,281,300,19
Menetou-Râtel,481,500,19
Jars,481,500,19
Sérilhac,281,300,19
Lapleau,381,400,19
Saint-Pardoux-le-Vieux,281,300,19
Chameyrat,1581,1600,19
Planay,81,100,19
Culètre,81,100,19
Frôlois,181,200,19
Noiron-sur-Seine,81,100,19
Plessala,1881,1900,19
Trélévern,1381,1400,19
Saint-Gilles-du-Mené,481,500,19
Fleurat,281,300,19
Jalesches,81,100,19
Sainte-Sabine-Born,381,400,19
Chassaignes,81,100,19
Saint-Séverin-d'Estissac,81,100,19
Avilley,181,200,19
Fourcatier-et-Maison-Neuve,81,100,19
Mondon,81,100,19
Passonfontaine,281,300,19
Rosureux,81,100,19
Routelle,481,500,19
Vaudrivillers,81,100,19
Teyssières,81,100,19
Beauvoisin,181,200,19
Ballons,81,100,19
Marsanne,1181,1200,19
Fleury-la-Forêt,281,300,19
Le Tilleul-Othon,381,400,19
Boisney,281,300,19
Hauville,1281,1300,19
Corneuil,481,500,19
Réclainville,181,200,19
Chauffours,281,300,19
Peumérit,781,800,19
Tréflévénez,281,300,19
Mahalon,881,900,19
Gourlizon,881,900,19
Saint-Victor-des-Oules,281,300,19
Aujac,181,200,19
Parignargues,581,600,19
Bouquet,181,200,19
Soudorgues,281,300,19
Larcan,181,200,19
Bouzin,81,100,19
Drudas,181,200,19
Louslitges,81,100,19
Céran,181,200,19
Barie,281,300,19
Mons,581,600,19
Lalleu,581,600,19
Saint-Août,881,900,19
Saint-Christophe-en-Bazelle,381,400,19
Chambourg-sur-Indre,1281,1300,19
Château-Renault,5181,5200,19
Villebourg,281,300,19
Siccieu-Saint-Julien-et-Carisieu,581,600,19
Charnècles,1481,1500,19
Quincieu,81,100,19
Sainte-Anne-sur-Gervonde,581,600,19
Murinais,381,400,19
Le Larderet,81,100,19
Orbagna,181,200,19
Rix,81,100,19
Lussagnet,81,100,19
Thésée,1181,1200,19
Villemontais,981,1000,19
Boisset-lès-Montrond,1081,1100,19
Roisey,881,900,19
Tailhac,81,100,19
Cronce,81,100,19
Saint-Germain-des-Prés,1881,1900,19
Sainte-Geneviève-des-Bois,1081,1100,19
Orveau-Bellesauve,381,400,19
Allemans-du-Dropt,481,500,19
Durance,281,300,19
Montignac-de-Lauzun,281,300,19
Damazan,1281,1300,19
Le Malzieu-Ville,881,900,19
Nyoiseau,1281,1300,19
Chanteloup-les-Bois,681,700,19
Lasse,281,300,19
Montrevault,1281,1300,19
La Meauffe,1081,1100,19
Saint-Jean-de-Savigny,381,400,19
Le Mesnillard,281,300,19
Vengeons,481,500,19
Vienne-la-Ville,181,200,19
Drosnay,181,200,19
Vanault-le-Châtel,181,200,19
Soulanges,481,500,19
Ormancey,81,100,19
Saint-Vallier-sur-Marne,181,200,19
Sommerécourt,81,100,19
Repaix,81,100,19
Monthairons,381,400,19
Sepvigny,81,100,19
Saint-Remy-la-Calonne,81,100,19
Saint-Léry,181,200,19
Morsbach,2581,2600,19
Vœlfling-lès-Bouzonville,181,200,19
Hangviller,281,300,19
Tincry,181,200,19
Betting,881,900,19
Vernéville,581,600,19
Dompierre-sur-Nièvre,181,200,19
Chantenay-Saint-Imbert,1281,1300,19
Saint-Péreuse,281,300,19
Landrecies,3581,3600,19
Le Favril,481,500,19
Salomé,2981,3000,19
Staple,681,700,19
La Longueville,2181,2200,19
Brouckerque,1281,1300,19
Villeneuve-les-Sablons,1281,1300,19
Conteville,81,100,19
Prévillers,181,200,19
Saint-Martin-Longueau,1481,1500,19
Lalande-en-Son,681,700,19
Fresnières,181,200,19
Lalacelle,281,300,19
Chandai,681,700,19
Sainte-Croix-sur-Orne,81,100,19
Gaudiempré,181,200,19
Saint-Léonard,3581,3600,19
Verlincthun,381,400,19
Nempont-Saint-Firmin,181,200,19
Chamalières,17081,17100,19
Job,1081,1100,19
Sauret-Besserve,181,200,19
Menat,581,600,19
Mayres,181,200,19
Verdets,281,300,19
Rébénacq,681,700,19
Thèbe,81,100,19
Aulon,81,100,19
Tournous-Darré,81,100,19
Lapeyre,81,100,19
Fuilla,381,400,19
Hinsingen,81,100,19
Bettendorf,481,500,19
Bennwihr,1281,1300,19
Bergholtz,1081,1100,19
Mantoche,481,500,19
Bouhans-et-Feurg,281,300,19
Gézier-et-Fontenelay,181,200,19
Velleminfroy,281,300,19
Faverney,981,1000,19
Besnans,81,100,19
Ambiévillers,81,100,19
Sancé,1881,1900,19
Flagy,181,200,19
Lans,881,900,19
Guerfand,181,200,19
Virey-le-Grand,1281,1300,19
Pirmil,481,500,19
Ligron,481,500,19
Rouez,781,800,19
Meyrieux-Trouet,281,300,19
Voglans,1681,1700,19
Traize,281,300,19
Albiez-Montrond,381,400,19
Saint-Girod,581,600,19
Présilly,681,700,19
Chessenaz,181,200,19
Saint-Georges-sur-Fontaine,881,900,19
Cressy,281,300,19
Daubeuf-Serville,381,400,19
Beton-Bazoches,781,800,19
Saints,1281,1300,19
Lescherolles,481,500,19
Quend,1381,1400,19
Cerisy,481,500,19
Monchy-Lagache,681,700,19
Estrées-sur-Noye,281,300,19
Heilly,381,400,19
Léalvillers,181,200,19
Aizecourt-le-Haut,81,100,19
Rumigny,581,600,19
Tours-en-Vimeu,881,900,19
Saliès,781,800,19
Montjoi,181,200,19
Lacour,181,200,19
Lagnes,1681,1700,19
Bouillé-Courdault,481,500,19
Chalandray,781,800,19
Béthines,481,500,19
Mont-lès-Neufchâteau,281,300,19
Rouges-Eaux,81,100,19
Hadol,2281,2300,19
Le Tholy,1581,1600,19
Leugny,381,400,19
Mailly-le-Château,581,600,19
Marmeaux,81,100,19
Poilly-sur-Serein,281,300,19
La Forêt-le-Roi,481,500,19
La Queue-en-Brie,11381,11400,19
Livilliers,381,400,19
Tavaco,281,300,19
Pila-Canale,281,300,19
Santa-Maria-Figaniella,81,100,19
Marboz,2182,2200,18
Saint-Jean-sur-Veyle,1082,1100,18
Hostiaz,82,100,18
Ploisy,82,100,18
Servais,282,300,18
Ribeauville,82,100,18
Louroux-de-Beaune,182,200,18
La Chapelle,382,400,18
Rongères,582,600,18
Broût-Vernet,1182,1200,18
Clumanc,182,200,18
Revest-Saint-Martin,82,100,18
L'Épine,182,200,18
Buissard,182,200,18
Saint-Jeannet,3682,3700,18
Conségudes,82,100,18
Bouyon,482,500,18
Boucieu-le-Roi,282,300,18
Sault-lès-Rethel,1882,1900,18
Bédeille,82,100,18
Montseron,82,100,18
Auzat,582,600,18
Couflens,82,100,18
Dalou,782,800,18
Chamoy,482,500,18
Donnement,82,100,18
Maisons-lès-Chaource,182,200,18
La Louptière-Thénard,282,300,18
Belvis,182,200,18
Treilles,182,200,18
Caux-et-Sauzens,782,800,18
Mézerville,82,100,18
Puichéric,1082,1100,18
Citou,82,100,18
Caudebronde,182,200,18
Sougraigne,82,100,18
Rullac-Saint-Cirq,382,400,18
Saint-Jean-du-Bruel,682,700,18
Olemps,3182,3200,18
Bucéels,382,400,18
Léaupartie,82,100,18
Donnay,182,200,18
Tournières,182,200,18
Le Theil-en-Auge,182,200,18
Livry,782,800,18
Sallenelles,282,300,18
Saint-Ouen-le-Houx,82,100,18
Antignac,282,300,18
Vic-sur-Cère,1982,2000,18
Saint-Simon,1082,1100,18
Arches,182,200,18
Maurs,2182,2200,18
Montembœuf,682,700,18
Saint-Palais-du-Né,282,300,18
Ranville-Breuillaud,182,200,18
Jazennes,482,500,18
Saint-Simon-de-Bordes,682,700,18
Savigny-en-Sancerre,1082,1100,18
Nançay,882,900,18
Cours-les-Barres,1082,1100,18
Touchay,282,300,18
Brivezac,182,200,18
Marcillac-la-Croze,182,200,18
Nesle-et-Massoult,82,100,18
Magny-la-Ville,82,100,18
Échevronne,282,300,18
Ivry-en-Montagne,182,200,18
Plancoët,3082,3100,18
Soumans,582,600,18
La Pouge,82,100,18
Génis,482,500,18
Moulin-Neuf,882,900,18
Nanthiat,282,300,18
Beauregard-et-Bassac,282,300,18
Huanne-Montmartin,82,100,18
Bonnétage,782,800,18
Cendrey,182,200,18
Saint-Juan,182,200,18
Saint-Bardoux,582,600,18
Sainte-Croix,82,100,18
Portes-en-Valdaine,382,400,18
Brestot,482,500,18
Bourneville,882,900,18
Caorches-Saint-Nicolas,582,600,18
Le Boulay-Morin,682,700,18
Valailles,382,400,18
Damville,1982,2000,18
Feuguerolles,182,200,18
Saint-Amand-des-Hautes-Terres,282,300,18
Éturqueraye,282,300,18
Baudreville,282,300,18
Louville-la-Chenard,282,300,18
Pinthières,182,200,18
Daoulas,1782,1800,18
Sardan,282,300,18
Antichan-de-Frontignes,82,100,18
Montadet,82,100,18
Pompiac,182,200,18
Giscaro,82,100,18
Beaumarchés,682,700,18
Mansempuy,82,100,18
Mongauzy,582,600,18
Jugazan,282,300,18
Toulenne,2582,2600,18
Landerrouat,182,200,18
Saussan,1482,1500,18
Fozières,182,200,18
Nizas,582,600,18
Sains,482,500,18
Saint-Erblon,2482,2500,18
Lillemer,282,300,18
Cléré-du-Bois,282,300,18
La Châtre,4482,4500,18
Betz-le-Château,582,600,18
Reugny,1582,1600,18
Azay-sur-Indre,382,400,18
Le Bouchage,582,600,18
Saint-Guillaume,282,300,18
Laffrey,382,400,18
Bracon,282,300,18
Écrille,82,100,18
Lect,382,400,18
Sermange,282,300,18
Villeneuve-sous-Pymont,282,300,18
Lombard,182,200,18
Lauret,82,100,18
Monget,82,100,18
Nousse,282,300,18
Gombergean,182,200,18
Oucques,1482,1500,18
Saint-Lubin-en-Vergonnois,682,700,18
Villemardy,282,300,18
Sougé,482,500,18
Bussy-Albieux,482,500,18
Saint-Just-en-Chevalet,1182,1200,18
Le Fresne-sur-Loire,982,1000,18
Noyal-sur-Brutz,582,600,18
Rouvres-Saint-Jean,282,300,18
Fréville-du-Gâtinais,182,200,18
Chapelon,282,300,18
Le Bignon-Mirabeau,282,300,18
Montpezat,582,600,18
Lagarrigue,282,300,18
Baleyssagues,182,200,18
Saint-Denis-en-Margeride,182,200,18
Fau-de-Peyre,182,200,18
Servières,182,200,18
La Daguenière,1282,1300,18
Saint-Cyr-en-Bourg,982,1000,18
Parnay,482,500,18
Baudreville,82,100,18
Colomby,482,500,18
Le Rozel,282,300,18
Hérenguerville,182,200,18
Beauchamps,382,400,18
Joiselle,82,100,18
Verdon,182,200,18
Cour-l'Évêque,182,200,18
Velles,82,100,18
Brainville-sur-Meuse,82,100,18
Daillecourt,82,100,18
Jublains,682,700,18
Loromontzey,82,100,18
Petit-Failly,82,100,18
Bralleville,182,200,18
Heudicourt-sous-les-Côtes,182,200,18
Thonne-le-Thil,282,300,18
Bréhéville,182,200,18
Savonnières-devant-Bar,482,500,18
Dagonville,82,100,18
Lizio,682,700,18
Beyren-lès-Sierck,482,500,18
Gondrexange,482,500,18
Mégange,182,200,18
Fixem,382,400,18
Tamnay-en-Bazois,182,200,18
Tresnay,182,200,18
Dommartin,182,200,18
Menou,182,200,18
Leffrinckoucke,4482,4500,18
Rieulay,1382,1400,18
Hardifort,382,400,18
Villers-Outréaux,2182,2200,18
Montjavoult,482,500,18
Rouvres-en-Multien,482,500,18
Lachelle,582,600,18
Acy-en-Multien,782,800,18
Quesmy,182,200,18
Jaméricourt,282,300,18
Lévignen,882,900,18
Saint-Maurice-lès-Charencey,582,600,18
Saint-Mars-d'Égrenne,682,700,18
Montreuil-la-Cambe,82,100,18
La Carneille,582,600,18
Monceaux-au-Perche,82,100,18
La Chapelle-au-Moine,582,600,18
Bours,582,600,18
Baralle,482,500,18
Montreuil,2282,2300,18
Écuires,782,800,18
La Chapelle-Agnon,382,400,18
Bertignat,482,500,18
Pouzol,282,300,18
Domaize,382,400,18
Saint-Sylvestre-Pragoulin,1082,1100,18
Saillant,282,300,18
Géus-d'Arzacq,182,200,18
Castetpugon,182,200,18
Saint-Paul,282,300,18
Peyrun,82,100,18
Saint-Savin,382,400,18
Sadournin,182,200,18
Keskastel,1582,1600,18
Ohnenheim,882,900,18
Hessenheim,582,600,18
La Vancelle,382,400,18
Gottenhouse,382,400,18
Soultzeren,1182,1200,18
Guémar,1382,1400,18
Roggenhouse,482,500,18
Saint-André-la-Côte,282,300,18
Scey-sur-Saône-et-Saint-Albin,1682,1700,18
Bonboillon,182,200,18
Noroy-le-Bourg,482,500,18
Denèvre,182,200,18
Champagny-sous-Uxelles,82,100,18
Grandvaux,82,100,18
Saint-Vincent-Bragny,982,1000,18
Saint-Marcelin-de-Cray,182,200,18
Buxy,2182,2200,18
Poncé-sur-le-Loir,382,400,18
Champrond,82,100,18
Saint-Germain-d'Arcé,382,400,18
Dehault,282,300,18
Villaines-sous-Lucé,682,700,18
Mâcot-la-Plagne,1782,1800,18
Le Noyer,182,200,18
Arbin,782,800,18
Saint-Pierre-d'Alvey,282,300,18
Coise-Saint-Jean-Pied-Gauthier,1182,1200,18
Ectot-l'Auber,582,600,18
Gerponville,382,400,18
Envermeu,2082,2100,18
Fontaine-le-Dun,882,900,18
Oudalle,382,400,18
Fongueusemare,182,200,18
Saint-Germain-sous-Doue,482,500,18
Mons-en-Montois,482,500,18
Dormelles,882,900,18
Garancières,2382,2400,18
Osmoy,382,400,18
Frontenay-Rohan-Rohan,2982,3000,18
Le Chillou,182,200,18
Saint-Romans-lès-Melle,682,700,18
Sciecq,582,600,18
Pertain,382,400,18
Tertry,182,200,18
Estrées-lès-Crécy,382,400,18
Éplessier,382,400,18
Frise,182,200,18
Longueval,282,300,18
Oneux,382,400,18
Lawarde-Mauger-l'Hortoy,182,200,18
Pratviel,82,100,18
Courris,82,100,18
Arfons,182,200,18
Lizac,482,500,18
Aurel,182,200,18
Leigné-les-Bois,582,600,18
Saint-Léomer,182,200,18
Saint-Méard,382,400,18
Crainvilliers,182,200,18
Hagnéville-et-Roncourt,82,100,18
Dombrot-le-Sec,382,400,18
Liézey,282,300,18
Ortoncourt,82,100,18
Gironcourt-sur-Vraine,982,1000,18
Le Clerjus,582,600,18
Dompierre,282,300,18
Moutiers-en-Puisaye,282,300,18
Vermenton,1182,1200,18
Souzy-la-Briche,382,400,18
Argiusta-Moriccio,82,100,18
Aullène,182,200,18
Moïta,82,100,18
Isolaccio-di-Fiumorbo,382,400,18
Belgodère,482,500,18
Villeneuve,1383,1400,17
Lescheroux,683,700,17
Annois,383,400,17
Hirson,9383,9400,17
Torcy-en-Valois,83,100,17
Presles-et-Thierny,383,400,17
Vigneux-Hocquet,283,300,17
Bois-lès-Pargny,183,200,17
Lesges,83,100,17
La Neuville-Bosmont,183,200,17
Trefcon,83,100,17
Bizeneuille,283,300,17
Forest-Saint-Julien,283,300,17
Serres,1283,1300,17
Saint-Martin-d'Entraunes,83,100,17
Fabras,383,400,17
Cornay,83,100,17
Villy,183,200,17
Dricourt,83,100,17
Rumigny,383,400,17
Cauroy,183,200,17
Illartein,83,100,17
Régat,83,100,17
Maizières-lès-Brienne,183,200,17
Fontette,183,200,17
La Loge-aux-Chèvres,83,100,17
Perthes-lès-Brienne,83,100,17
Voigny,183,200,17
Courtaoult,83,100,17
Joncreuil,83,100,17
Artigues,83,100,17
Lagrasse,583,600,17
Peyrolles,83,100,17
Villemagne,283,300,17
Asprières,683,700,17
Campouriez,383,400,17
Saint-Loup-de-Fribois,183,200,17
Benerville-sur-Mer,483,500,17
Clarbec,383,400,17
Saint-Martin-de-Mailloc,883,900,17
Potigny,1783,1800,17
Danestal,283,300,17
Montfiquet,83,100,17
Champ-du-Boult,383,400,17
Murat,1983,2000,17
Saint-Georges,1083,1100,17
Saint-Marc,83,100,17
Calvinet,483,500,17
Saint-Amant,683,700,17
Saint-Genis-d'Hiersac,883,900,17
Sigogne,983,1000,17
Saint-Quentin-de-Chalais,283,300,17
Chavannes,183,200,17
La Celette,183,200,17
Neuilly-en-Dun,283,300,17
Saint-Hilaire-de-Gondilly,183,200,17
Préveranges,583,600,17
Le Jardin,83,100,17
Épernay-sous-Gevrey,183,200,17
Époisses,783,800,17
Diancey,83,100,17
Recey-sur-Ource,383,400,17
Cohiniac,383,400,17
Boussac-Bourg,783,800,17
Lizières,283,300,17
Rimondeix,83,100,17
Lafat,383,400,17
La Villeneuve,83,100,17
Saint-Romain-de-Monpazier,83,100,17
Faux,583,600,17
Saint-Méard-de-Gurçon,783,800,17
Issac,383,400,17
